"company/description","company/id","company/logo","company/name","description","jobDescriptionHtml","location","postDate","title"
"PT Santosa Agrindo (Japfa Beef Division)","60338070","https://bx-branding-gateway.cloud.seek.com.au/cef997b8-237c-4ef1-bdd3-180c7b757463.1/serpLogo","Santosa Agrindo","Bergabung dengan tim kami dan nikmati benefit kompetitif, lingkungan kerja yang dinamis, dan kesempatan pengembangan karir yang jelas.","<div class=""lsj4yq0 _1lpkkfn0""><h2><strong>Uraian tugas</strong></h2><ul><li><p>Membuat dan melakukan maintenance <strong>dashboard Beef</strong> dan <strong>Reporting Dashboard Qlik Sense</strong>.</p></li><li><p>Mengelola dan memelihara <strong>Data Warehouse</strong> perusahaan.</p></li><li><p>Melakukan maintenance <strong>data pipeline</strong> dari berbagai data source ke <strong>Snowflake</strong>.</p></li><li><p>Mengelola dan mengembangkan <strong>function serta procedure di Snowflake</strong> sesuai kebutuhan dashboard.</p></li><li><p>Melakukan monitoring kualitas data untuk memastikan akurasi dan konsistensi informasi.</p></li><li><p>Berkolaborasi dengan tim terkait dalam pengembangan dashboard dan solusi Business Intelligence.</p></li></ul><p><strong>Kualifikasi</strong></p><ul><li><p>Pendidikan minimal <strong>S1 Sistem Komputer / Teknik Informatika / bidang terkait</strong>.</p></li><li><p>Fresh Graduate dipersilakan melamar (pengalaman sebagai <strong>Business Intelligence Analyst</strong> menjadi nilai tambah).</p></li><li><p>Memiliki pemahaman mengenai <strong>Data Warehouse dan Business Intelligence</strong>.</p></li><li><p>Menguasai atau familiar dengan:</p><ul><li><p><strong>Qlik Sense</strong></p></li><li><p><strong>Dashboard Development</strong></p></li><li><p><strong>Snowflake</strong></p></li><li><p><strong>Data Pipeline</strong></p></li></ul></li><li><p>Mampu menganalisis data dan menyajikan informasi dalam bentuk dashboard yang informatif.</p></li><li><p>Mampu bekerja secara mandiri maupun dalam tim.</p></li><li><p>Memiliki komunikasi yang baik, teliti, dan bertanggung jawab.</p></li><li><p>Bersedia ditempatkan di Cengkareng, Jakarta Barat</p></li></ul><p><br></p></div>","Cengkareng, Jakarta Raya","2026-01-27T05:06:58Z","IT Staff"
"PT Cosmax Indonesia","60909266","https://bx-branding-gateway.cloud.seek.com.au/ed89788e-0bd9-4ca4-89e8-bae781d1f789.2/serpLogo","Cosmax Indonesia","At PT. Cosmax Indonesia, your IT skills power beauty and innovation. Join us to build smarter systems and create global impact.","<div class=""lsj4yq0 _1lpkkfn0""><h2><strong>PT. Cosmax Indonesia is hiring – IT Staff</strong></h2><p><em>Location: East Jakarta</em><br><em>Full-Time, On-site</em></p><h2><strong>Be the Tech Power Behind Beauty Innovation</strong></h2><p>At <strong>PT. Cosmax Indonesia</strong>, technology and creativity go hand in hand.<br>As part of our IT team, you’ll play a key role in building and maintaining digital infrastructure that supports the production of world-class beauty products.<br>Your expertise will ensure our systems run smoothly, securely, and efficiently — empowering innovation across the company.</p><h2><strong>Job Description:</strong></h2><ul><li><p><strong>Manage servers, networks, and cloud infrastructure (AWS, GCP, Azure — internal or with vendors)</strong></p></li><li><p>Ensure availability, scalability, and disaster recovery readiness</p></li><li><p>Analyze performance, troubleshoot incidents, and optimize infrastructure</p></li><li><p>Support cross-functional teams in implementing IT projects</p></li><li><p>Maintain stable IT infrastructure for manufacturing operations</p></li><li><p>Support digital transformation via cloud adoption</p></li><li><p>Ensure compliance with SLAs (Service Level Agreements)</p></li><li><p>Analyze network and server performance, perform troubleshooting</p></li></ul><p><br></p><h2><strong>Qualifications:</strong></h2><ul><li><p>Minimum education: <strong>Bachelor’s degree in IT / Computer Science</strong> or equivalent</p></li><li><p><strong>2-3 years of experience in IT Infrastructure and Cloud/On-Premise server management</strong></p></li><li><p>Strong <strong>problem-solving</strong> and <strong>analytical thinking</strong> to identify root causes</p></li><li><p>Good communication skills in English (oral and written)</p></li><li><p>Familiar with <strong>vendor management</strong> and able to lead/manage vendors</p></li><li><p>Knowledge in <strong>ERP Business Process</strong> is a plus</p></li><li><p>In-depth knowledge of <strong>Windows/Linux server systems</strong></p></li><li><p><strong>Familiar with major cloud services (GCP, AWS, Azure) and best practices</strong></p></li><li><p>Able to use monitoring tools and automation scripts</p></li><li><p>Capable of diagnosing and resolving complex technical problems</p></li></ul><p><br></p><p><br></p></div>","Ciracas, Jakarta Raya","2026-02-09T05:01:09Z","Staff IT (Infrastructure & Network Administrator)"
"PT Environmental Indokarya","60863190","https://bx-branding-gateway.cloud.seek.com.au/b137d165-ec65-453e-9cc4-e573ac7fd908.1/serpLogo","Environmental Indokarya","If you relish challenges and seek ample opportunities for growth, we invite you to join us.","<div class=""lsj4yq0 _1lpkkfn0""><p>The <strong>Digitalization Officer</strong> is responsible for driving data collection, analysis, and visualization initiatives to support operational efficiency and client transparency. The role focuses on gathering project-related data, developing and maintaining dashboards (particularly using <strong>Power BI</strong>), and providing meaningful insights to management and clients to showcase operational performance and continuous improvement.</p><h2><strong>Key Responsibilities:</strong></h2><p><strong>1. Data Management and Collection</strong></p><ul><li><p>Coordinate with project teams to collect, validate, and consolidate operational and performance data from various sources.</p></li><li><p>Ensure data accuracy, completeness, and consistency across all reporting platforms.</p></li><li><p>Develop standardized templates and tools for project data submission and tracking.</p></li></ul><p><strong>2. Data Visualization and Reporting</strong></p><ul><li><p>Design, build, and maintain <strong>Power BI dashboards</strong> to visualize project and operational performance.</p></li><li><p>Present data insights and performance indicators to internal stakeholders and clients in a clear and professional manner.</p></li><li><p>Automate recurring reports and develop interactive visual tools to support decision-making.</p></li></ul><p><strong>3. Digitalization Initiatives</strong></p><ul><li><p>Support the implementation of digital tools and platforms to enhance operational efficiency and data-driven management.</p></li><li><p>Collaborate with cross-functional teams to identify digital solutions for process optimization and reporting improvements.</p></li><li><p>Participate in digital transformation projects, including workflow automation and data integration initiatives.</p></li></ul><p><strong>4. Performance Monitoring and Analysis</strong></p><ul><li><p>Track and analyze key performance indicators (KPIs) for ongoing projects.</p></li><li><p>Provide data-driven recommendations to improve operational effectiveness and client satisfaction.</p></li><li><p>Support management reviews and client presentations with up-to-date performance data.</p></li></ul><p><strong>5. Compliance and Documentation</strong></p><ul><li><p>Maintain proper documentation of data sources, methodologies, and dashboards.</p></li><li><p>Ensure compliance with company data governance, confidentiality, and security policies.</p></li></ul><h2><strong>Qualifications and Experience:</strong></h2><ul><li><p>Bachelor’s degree in Information Technology, Data Analytics, Business Administration, or related field.</p></li><li><p>Proven experience (2–4 years) in data management, business intelligence, or digital transformation roles.</p></li><li><p>Proficiency in <strong>Microsoft Power BI</strong>, Excel (advanced), and data visualization tools.</p></li><li><p>Familiarity with databases, data cleaning, and integration tools (e.g., SQL, SharePoint, Power Automate) is an advantage.</p></li><li><p>Strong analytical thinking, attention to detail, and problem-solving skills.</p></li><li><p>Excellent communication and presentation abilities for both internal and client-facing reporting.</p></li></ul><h2><strong>Core Competencies:</strong></h2><ul><li><p>Data-driven mindset and analytical approach.</p></li><li><p>Strong digital literacy and interest in emerging technologies.</p></li><li><p>Collaboration and teamwork across departments.</p></li><li><p>Proactive attitude and ability to manage multiple priorities.</p></li><li><p>Commitment to accuracy, quality, and continuous improvement.</p></li></ul><p><br></p></div>","Jakarta Selatan, Jakarta Raya","2026-02-03T09:06:16Z","Digitalization Officer"
"PT Pratama Graha Semesta","60908293","https://bx-branding-gateway.cloud.seek.com.au/cd56586d-8c4c-4baf-b040-c3911d8cd1d8.1/serpLogo","Pratama Graha Semesta","Bergabung dengan tim IT dinamis. Paket kompensasi kompetitif, pengembangan karir, dan fleksibilitas kerja.","<div class=""lsj4yq0 _1lpkkfn0""><p><br>Kami mencari seorang Teknisi IT Dukungan/Layanan yang berbakat untuk bergabung dengan tim kami di PT Pratama Graha Semesta di Jakarta Utara. Dalam peran ini, Anda akan menjadi bagian integral dari tim IT kami yang dinamis dan akan bertanggung jawab untuk memastikan kelancaran operasional dan dukungan teknologi bagi seluruh karyawan perusahaan. Posisi ini membutuhkan keterampilan teknis yang kuat, kemampuan komunikasi yang baik, dan semangat untuk membantu orang lain.</p><p><strong>Tanggung Jawab Utama</strong></p><ul><li><p>Menyediakan dukungan teknis langsung dan tak langsung kepada pengguna, termasuk pemecahan masalah hardware, software, dan jaringan.</p></li><li><p>Memantau, mendiagnosis, dan menangani insiden TI untuk memastikan pemulihan yang cepat dan efisien.</p></li><li><p>Memberikan pelatihan dan panduan kepada karyawan terkait penggunaan sistem dan aplikasi TI.</p></li><li><p>Berkoordinasi dengan penyedia layanan eksternal untuk memastikan penyelesaian masalah secara tepat waktu.</p></li><li><p>Memperbarui dokumentasi teknis dan membuat laporan status untuk manajemen.</p></li><li><p>Membantu dalam proyek-proyek TI yang sedang berlangsung sesuai kebutuhan.</p></li></ul><p><strong>Keterampilan, Kualifikasi, dan Pengalaman yang Dibutuhkan</strong></p><ul><li><p>SLTA/Diploma/Sarjana dalam Teknologi Informasi, Komputer, atau bidang terkait.</p></li><li><p>Minimal 2 tahun pengalaman dalam peran dukungan/layanan TI.</p></li><li><p>Pemahaman yang mendalam tentang sistem operasi Windows, jaringan, dan aplikasi perkantoran.</p></li><li><p>Kemampuan diagnostik dan pemecahan masalah yang kuat.</p></li><li><p>Keterampilan komunikasi yang baik, baik lisan maupun tertulis, untuk berinteraksi dengan pengguna di semua tingkatan.</p></li><li><p>Bersemangat untuk belajar dan menguasai teknologi baru.</p></li><li><p>Mempunyai SIM A / Sertifikasi TI yang relevan akan menjadi nilai tambah.</p></li></ul><p><br>Lamar sekarang untuk kesempatan menantang dan menarik untuk berkarir di PT Pratama Graha Semesta!</p><p><br></p></div>","Jakarta Utara, Jakarta Raya","2026-02-02T09:22:06Z","IT Support/Sevice"
"Rahi Systems Pte. Ltd.","60553118","https://bx-branding-gateway.cloud.seek.com.au/f60a7255-4864-4a4b-b0aa-96aa2ad885d3.1/serpLogo","Rahi Systems","You will be managing data center services for a Giant Tech MNC.","<div class=""lsj4yq0 _1lpkkfn0""><p>Responsibilities<br>• Hardware Support - Installations, Move, Add, Change<br>• Decommission of IT equipment (networks, servers, networks, storage, backup devices)<br>• Media management - HDD/SSD Destruction and Disposals<br>• Connect and disconnect patch cables to equipment in DC<br>• Server Hardware break fix support - Installation of parts, reseat module, SFP module replacement including HDD / Memory / Mainboard, etc.<br>• Regular physical / visual inspection equipment and data center operations facilities<br>• Provide onsite support during scheduled maintenance / change events<br>• Troubleshooting of issues for IT and network related equipment<br>• Inventory management of RMA, cold spares, equipment and tools<br>• Vendor Management - Coordination, Vendor Supervision<br>• DC Access Request Management<br>• POP Site operations support and standby<br>• Provide regular reporting on progress as required (move, change, support request and change) and develop continuously improvement capabilities<br>• Provide after business hours support based on on-call schedule and shift work when required<br>• Any other duties as assigned<br>&nbsp;</p><p>Requirements<br>• Minimum of 1 -3 years’ experience working in the Data Centre operations space<br>• Good understanding and knowledge in data structured cabling and patching<br>• Experienced in hardware support, breakfix and troubleshooting.<br>• Ability to respond to issues and provide timely updates, and escalation<br>• Experience working in a large-scale critical environment is a plus<br>• Fresh graduates with adequate knowledge are welcomed to try<br>&nbsp;</p><p>Advantageous Skills &amp; Knowledge<br>• Rack, space, power and cooling allocations for new install or relocation requests<br>• Capacity management (space, power, cooling, patch panel port availability)<br>• Incident / Change Management Process<br>• Understanding of DC Space, Power, Cooling Management<br>• Certifications eg. CDCP, ITIL, Server+, Linux+, Network+, A+, CCNA.</p></div>","Karawang, Jawa Barat","2026-01-29T03:51:33Z","Data Center Operations Technician (Jakarta, 24/7 shift)"
"PT Pro Energi","60388644","https://bx-branding-gateway.cloud.seek.com.au/a3f41f4e-eeb6-4d64-8103-c872d96c773c.1/serpLogo","Pro Energi","mengembangkan infrastruktur IT perusahaan agar dapat mendukung operasional, serta berperan aktif dalam inisiatif strategis IT dan pengembangan sistem","<div class=""lsj4yq0 _1lpkkfn0""><p><strong>Job Qualifications:</strong></p><ul><li><p>Pendidikan minimal S1 jurusan Ilmu Komputer atau jurusan terkait lainnya</p></li><li><p>Menguasai Cloud Server (Computing &amp; Storage)</p></li><li><p>Menguasai network maintenance tools seperti Mikrotik, Prometheus dan Gravana</p></li><li><p>Menguasai tools kontainerisasi (docker / kubernetes) dan virtualisasi (proxmox dan VMware)</p></li><li><p>Menguasai hosting tools, seperti domain, web security, Cpanel, SSL</p></li><li><p>Menguasai VPN network untuk komunikasi antar jaringan</p></li><li><p>Mampu berkomunikasi dan memberikan service yang baik ke user</p></li></ul><p><strong>Job Description:</strong></p><ul><li><p>Mengelola &amp; memonitor infrastruktur IT, seperti Hardware, software, network dan security</p></li><li><p>Menangani troubleshooting infrastruktur dan sistem yang berada di kantor pusat maupun di cabang dan memastikan performa sistem IT berjalan optimal</p></li><li><p>Melakukan maintenance, backup data, dan update sistem secara rutin</p></li><li><p>Mengimplementasikan standar IT security dan data protection</p></li><li><p>Mengumpulkan kebutuhan user terkait sistem dan aplikasi</p></li><li><p>Berkoordinasi dengan vendor IT untuk men-support infrastruktur dan perbaikan sistem</p></li><li><p>Mengelola user access, inventory IT asset, dan dokumentasi sistem</p></li><li><p>Memasang, meng-konfigurasi, dan mendukung peralatan jaringan termasuk router, server, Firewall, proxy, WAN, DNS, dan DHCP.</p></li><li><p>Meng-konfigurasi jaringan firewall dan routing untuk memaksimalkan efisiensi dan keamanan jaringan</p></li><li><p>Memaksimalkan kinerja jaringan melalui maintenance, pemantauan, dan pemecahan masalah yang berkelanjutan</p></li></ul><p><br></p></div>","Jakarta Raya","2026-01-23T08:53:18Z","IT Infrastructure & Security Staff"
"Shopee Internasional Indonesia","60898499","https://bx-branding-gateway.cloud.seek.com.au/27fd6e26-2674-4c91-a5a3-77495c75c3a2.1/serpLogo","Shopee","Project Manager Intern- IT (Jakarta)","<div class=""lsj4yq0 _1lpkkfn0""><p><strong>Job Description:</strong></p><ul><li><p>Assist in collecting and documenting business and technical requirements from internal stakeholders</p></li><li><p>Support the creation and maintenance of project documentation (e.g., project plans, meeting notes, timelines, reports)</p></li><li><p>Help coordinate internal meetings, track action items, and follow up on project deliverables</p></li><li><p>Support preparation of materials for project updates and stakeholder presentations</p></li><li><p>Participate in internal testing (UAT/SIT) by compiling test scenarios and collecting feedback</p></li><li><p>Assist in project closure tasks, including handover documentation and reporting</p></li><li><p>Assist with stock checks, asset tagging, and logistics arrangements with vendors or internal teams</p></li><li><p>Ensure proper documentation and compliance for asset issuance, movement, and decommissioning</p></li><li><p>Work with the IT team to optimize asset usage, procurement cycles, and inventory accuracy</p></li></ul><p><strong>Requirement</strong>:&nbsp;</p><ul><li><p><strong>Fluent English is a must</strong></p></li><li><p>Currently pursuing a Bachelor’s Degree in Information Technology, Information Systems, Business, or a related discipline</p></li><li><p>Strong interest in IT Project Management, and IT Service Management</p></li><li><p>Detail-oriented with excellent organizational and multitasking skills</p></li><li><p>Proficient in using common office software for documentation and reporting (e.g., spreadsheets, presentations, word processing); experience with project or asset tracking tools is a plus.</p></li><li><p>Reliable, proactive, and eager to learn in a fast-paced environment</p></li></ul><p><br></p></div>","Jakarta Selatan, Jakarta Raya","2026-01-19T11:56:55Z","Project Manager Intern - IT (Jakarta)"
"PT Ocean Digital Innovation","63122514","https://bx-branding-gateway.cloud.seek.com.au/608198fe-11f2-4fd3-9577-21ddad99d779.1/serpLogo","PT Ocean Digital Innovation","Technical Consultant Trainee bertugas untuk mendukung solusi teknis Oracle ERP/HCM: report, integrasi, migrasi data, dan troubleshooting sistem.","<div class=""lsj4yq0 _1lpkkfn0""><p>Job Description :</p><p>Sebagai Oracle Technical Consultant Trainee, anda akan mendapatkan pelatihan dan bimbingan langsung dari konsultan senior untuk mendesain, mengembangkan, dan mendukung komponen teknis dalam sistem Oracle ERP dan HCM seperti custom report, integrasi, extension, migrasi data, dan lain-lain. Posisi ini ditunjukkan untuk lulusan baru (Fresh Graduate) atau profesional pemula (Experience 1-2 Tahun) yang ingin mengembangkan keahlian dalam teknologi Oracle.</p><p><br></p><p>Job Responsibilities :</p><p>1. Mempelajari dan menerapkan Oracle SQL, PL/SQL, Oracle Forms/Reports, BI Publisher, Oracle Apex, Calculation Script &amp; Groovy Script (Oracle EPM / PBCS/ FCCS) dan Oracle tools yang lain.</p><p>2. Mendukung implementasi, integrasi, dan upgrade sistem Oracle ERP (EBS atau Fusion Cloud).</p><p>3. Berkolaborasi dengan konsultan fungsional untuk memahami kebutuhan bisnis dan menerjemahkannya ke solusi teknis.</p><p>4. Melakukan debugging, troubleshoot, dan support untuk issue teknis yang muncul dari user atau project team.</p><p>5. Menyusun dokumentasi teknis (TDD – Technical Design Document).</p><p><br></p><p>Job Qualifications:</p><p>1. Pendidikan minimal S1 di bidang Teknologi Informasi, Ilmu Komputer, Sistem Informasi, atau bidang teknis lainnya.</p><p>2. Memiliki pemahaman dasar mengenai database, SQL, dan konsep pemrograman.</p><p>3. Memiliki ketertarikan dalam sistem ERP dan teknologi Oracle.</p><p>4. Mampu berpikir analitis, menyelesaikan masalah, dan memiliki komunikasi yang baik.</p><p>5. Bersedia belajar, berkembang, dan bekerja sama dalam tim.</p><p>6. Mampu bekerja mandiri maupun dalam tim dan menyelesaikan masalah teknis secara sistematis.</p></div>","Jakarta Selatan, Jakarta Raya","2026-01-20T09:53:26Z","Technical Consultant (Trainee)"
"Pengiklan Anonim","",,"Pengiklan Anonim","Memahami instalasi OS dan instalasi Networking","<div class=""lsj4yq0 _1lpkkfn0""><ul><li><p>Memahami instalasi OS dan instalasi Networking</p></li><li><p>Memahami Troubleshooting PC dan printer</p></li><li><p>Mengerti instalasi cctv, support app end user</p></li><li><p>Helpdesk user, &nbsp;Maintenance perangkat IT</p></li><li><p>Pemasangan infrastruktur IT</p></li><li><p>pengalaman 1-2 th</p></li><li><p>Bersedia di tempatkan sesuai unit bisnis yang ada</p></li></ul><p><br></p></div>","Sumatera Selatan","2026-02-09T11:09:39Z","IT Support & Network Staff"
"3E ACCOUNTING PTE LTD","60521371","https://bx-branding-gateway.cloud.seek.com.au/15db055b-6b70-4126-978a-babee625a63f.1/serpLogo","3E Accounting","We are looking for bright individuals who are energetic, having or showing a strong desire and determination to succeed.","<div class=""lsj4yq0 _1lpkkfn0""><p>We are looking for bright individuals who are energetic, having or showing a strong desire and determination to succeed, and thrive in a fast-paced tech savvy work environment. We have various open positions and are looking for partners and associates who can be part of our dynamic team of IT, corporate secretarial, HR, admin, customer services, accounting and taxation professionals.</p><p><strong>Job Scope:</strong></p><ul><li><p>Responsible in supporting the full software development of new and existing applications.</p></li><li><p>Explore and create new design/architectures (but not limited to) for better scaling and performance of services</p></li><li><p>Optimise application for maximise speed and scalability.</p></li><li><p>Maintaining the system, new feature, bug fixing, code refactoring and performance optimisation.</p></li><li><p>Possess the ability to translate ideas into functioning features</p></li><li><p>Deliver high quality application and system support</p></li><li><p>Any other ad-hoc duties as required or assigned</p></li></ul><p><strong>Job Requirement:</strong></p><ul><li><p>Degree in Computer Science</p></li><li><p>Strong hands-on programming skills</p></li><li><p>Able to work independently</p></li><li><p>Good to have knowledge of Pyhthon, SQL, Java, C++</p></li></ul><p><strong>What we do to make you successful?</strong></p><ul><li><p>Strong and conducive working environment</p></li><li><p>Opportunities for career advancement within the company</p></li><li><p>Attractive remuneration that commensurate with skill and experience</p></li><li><p>Flexible work arrangement</p></li></ul><p>At 3E, all you need to do is to love what you do. Let's send in your CV today.</p><p><strong>About 3E Accounting</strong></p><p>3E has been in the market for more than 10 years and is currently headquartered in Singapore with branches in Malaysia, Hong Kong, and Indonesia. We also have strong network across the globe where we build the largest&nbsp;Accounting Network with an international presence in over 110 countries worldwide, with an exclusivity of one accounting firm selected in each country that is in line with the 3E branding and core values with a strong professional background and experience with both its local jurisdictions and regulations and international facing.&nbsp;</p><p>At 3E, we have a large pool of qualified and experienced Advisers and Partners who sits on the board, including those with extensive working experience in large well-established companies such as Big Four. You may refer to&nbsp;Our Team&nbsp;for more details.&nbsp;As the&nbsp;Malaysia Brands Top Player&nbsp;for company incorporation, you can validate our professional qualifications with the relevant professional bodies simply by referring to&nbsp;Our Awards and Milestones on our official website.</p><p>We believe in offering the best quality value-over-price service with our qualified team of professional advisers.&nbsp;</p><p>We are truly generous in offering customized solutions on all company incorporation and compliance matters.</p></div>","Jakarta Raya","2026-01-31T12:23:35Z","Software Engineer Programmer Developer (Jakarta Work From Home)"
"PT IDX Solusi Teknologi Informasi","60941993","https://bx-branding-gateway.cloud.seek.com.au/107065a4-dd2d-4d90-829c-3a6bc20dc582.1/serpLogo","IDX Technology Information Solutions","We are seeking a results-driven and collaborative professional to develop, maintain, and standardize technical and business documentation.","<div class=""lsj4yq0 _1lpkkfn0""><p>PT IDX Solusi Teknologi Informasi (IDXSTI) was established in November 2018 as a subsidiary of the Indonesia Stock Exchange (IDX) and other Self-Regulatory Organizations (SROs), including KPEI/IDClear and KSEI. IDXSTI focuses on providing Information Technology (IT) services for the Indonesian capital market and other financial industries. Our objective&nbsp;is to deliver the best IT solutions to support the growth and development of Indonesia’s capital market.</p><p>At&nbsp;IDXSTI,&nbsp;we&nbsp;are&nbsp;dedicated&nbsp;to&nbsp;pushing&nbsp;the&nbsp;boundaries&nbsp;of&nbsp;innovation&nbsp;in&nbsp;our&nbsp;industry.&nbsp;We&nbsp;are&nbsp;looking&nbsp;for&nbsp;a&nbsp;results-driven&nbsp;and&nbsp;integrated&nbsp;team&nbsp;player&nbsp;to&nbsp;join&nbsp;our&nbsp;Team.<br></p><p>Key Responsibilities:</p><ol><li><p>Identify business problems and provide actionable, data-driven recommendations.</p></li><li><p>Analyze financial, operational, and market data to support strategic decision-making.</p></li><li><p>Prepare detailed reports, executive summaries, and presentations on findings.</p></li><li><p>Conduct market research, competitor analysis, industry trend assessments or regulatory demands.</p></li><li><p>Lead or participate in Requirement Gathering, Business Process Mapping, and Gap Analysis activities.</p></li><li><p>Develop business cases, feasibility studies, and risk scenarios based on research.</p></li><li><p>Collaborate with product, strategy, and executive teams to translate insights into tangible actions.</p></li><li><p>Recommend changes to the company to improve efficiency and effectiveness.</p></li><li><p>Recommend third parties to collaborate on IT &amp; product development.</p></li><li><p>Assist in integration planning between IDSTI product and external services</p></li></ol><p>Requirement:</p><ol><li><p>Bachelor degree (S1) in Management/Business and/or Information Technology/Computer Science.</p></li><li><p>Business Analyst/Risk Management/IT Strategic Planning/Leadership certification is a plus.</p></li><li><p>Have good English language skills.</p></li><li><p><strong>Plus: knowledge of Brokerage Office Systems (BOFIS)</strong> or other capital market-related systems, Candidates with knowledge of BOFIS, trading workflows, or capital market back-office processes will have a significant advantage.</p></li><li><p>Have experience in the field of business development/analyst at least 3 year.</p></li><li><p>Detail oriented, well organized and neat in completing every task regardless of distractions.</p></li><li><p>Strong experience preparing business documentation (business cases, feasibility reports, etc.).</p></li><li><p>Strong skills in quantitative and qualitative analysis, critical thinking, and data-based decision making.</p></li></ol><p><br></p></div>","Jakarta Selatan, Jakarta Raya","2026-02-05T07:10:34Z","Research and Business Analyst"
"Bahtera Pesat","61040782","https://bx-branding-gateway.cloud.seek.com.au/251bb5d0-5e52-4489-a8ae-3b15d7f33273.1/serpLogo","Bahtera Pesat","Memastikan keamanan sistem layanan Kartu Kredit dan Debit melalui evaluasi sistem, monitoring SLA, pengelolaan incident,  pengembangan sistem.","<div class=""lsj4yq0 _1lpkkfn0""><p>Jobdesk</p><p>1. Melakukan evaluasi dan memberikan rekomendasi atas kebutuhan sistem operasional layanan.</p><p>2. Melakukan analisis serta pengembangan perbaikan (enhancement) sistem untuk meningkatkan kualitas layanan.</p><p>3. Menyusun desain solusi atas permintaan Change Request (CR), improvement layanan, serta kebutuhan data operasional.</p><p>4. Mengelola user access dan Role Matrix System sesuai kebijakan keamanan dan kontrol internal.</p><p>5. Melakukan monitoring operasional layanan, termasuk pemenuhan SLA, mekanisme backup sistem, dan capacity planning.</p><p>6. Melakukan evaluasi dan pemantauan kinerja vendor penyedia layanan sistem untuk memastikan kualitas dan kontinuitas layanan.</p><p>7. Menangani incident dan problem management, termasuk pelaksanaan Root Cause Analysis (RCA) dan tindak lanjut perbaikannya.</p><p><br></p></div>","Tangerang Selatan, Banten","2026-01-12T02:31:44Z","IT Transaction Processing"
"Midea Electronics Indonesia","60892089","https://bx-branding-gateway.cloud.seek.com.au/4d2fe14d-65db-4aa9-aca7-4395fa357b44.1/serpLogo","Midea","Digital Transformation Lead will modernize Midea Indonesia Sales BU operations by driving digital initiatives while ensureing smooth daily operations.","<div class=""lsj4yq0 _1lpkkfn0""><p><strong>About the Role</strong></p><p>We are looking for a Digital Transfonnation Specialist to spearhead the modernization of our Midea Indonesia Sales</p><p>BU operations in Indonesia. This role combines leadership in digitalization with practical IT operations management ensuring our business is supported today while being transformed for tomorrow.</p><p>You will be responsible for identifying opportunities for digital transformation, working closely with regional and HQ teams to design solutions, and the execution of digitalization initiatives. At the same time, you will manage the local IT team, ensuring stable day- to- day operations.</p><p><br></p><p><strong>Key Responsibilities</strong></p><ul><li><p>Identify &amp; Shape Digital Opportunities: Analyze current business processes and market needs to pinpoint digital transformation opportunities that drive efficiency, sales growth, and customer engagement.</p></li><li><p>Solution Formulation with HQ &amp; Regional Teams: Collaborate with HQ and APAC teams to design and adapt digital solutions (CRM, ERP, HR, Sales Analytics, etc. ) to local needs while aligning with group standards.</p></li><li><p>Project Leadership &amp; Delivery: Take ownership of mobilizing internal resources,managing stakeholders,and leading cross- functional teams to deliver high- impact digitalization projects on time and within budget.</p></li><li><p>Compliance &amp; Data Govemance: Ensure alignment with Indonesian regulations such as PDP Law, OJK/ Kominfo guidelines, and requirements for local data hosting and cybersecurity.</p></li><li><p>Local IT Management: Lead and mentor the local IT team, ensuring smooth day- to- day IT operations (infrastructure, systems, support) and aligning IT capabilities to support digital initiatives.</p></li><li><p>Employee Experience &amp; Adoption: Drive change management, training, and adoption strategies to ensure new solutions are embraced across the organization.</p></li><li><p>Innovation &amp; Emerging Tech: Explore and pilot emerging technologies such as AIGC/ Al agents, automation, and data- driven tools to continuously improve operational excellence.</p></li></ul><p><br></p><p><strong>Qualifications</strong></p><ul><li><p>Bachelor's degree in Business, Digital Transformation, or related field (Master's a plus).</p></li><li><p>8 years of experience in Digital Transformation, IT Leadership, or Sales Operations— preferably in Consumer Appliances, FMCG, or Retail.</p></li><li><p>Proven track record of leading transformation initiatives from opportunity identification to delivery.</p></li><li><p>Strong knowledge of CRM, ERP, Analytics, and e- commerce ecosystems with ability to connect business needs to technology solutions.</p></li><li><p>Familiarity with Indonesian digital regulations (e. g., PDP Law, Kominfo requirements) and consumer digital behaviors is an advantage.</p></li><li><p>Experience managing local IT teams and daily operations, balancing stability with innovation.</p></li><li><p>Excellent leadership, communication, and stakeholder management skills in a multicultural environment.</p></li></ul><p>Language Requirements:</p><p>• Bahasa Indonesia native speaker (mandatory)</p><p>• English - must have (professional proficiency)</p></div>","Jakarta Pusat, Jakarta Raya","2026-01-29T03:32:23Z","Digital Transformation Specialist"
