academic_year,course_name,meeting_number,meeting_content
20242,Proses Sinyal Dijital,3,"Signal manipulation ( cont'd) and systems Textbook, Slides. Calculations of signal manipulations. Systems. Week#3 - Sistem dan DSP Proses Alan V. Oppenheim and Ronald W. Schafer. Discrete-Time Signal Processing. Prentice-Hall, 2nd edition, 1999. John G. Proakis and Dimitris G. Manolakis. Digital Signal Processing: Principles, Algorithms, and Applications. Macmillan, second edition, 1992. Paul A. Lynn and Wolfgang Fuerst. Introductory Digital Signal Processing with Computer Applications. John Wiley & Sons, revised edition, 1994. Budi Ardiperdana. Pengolahan Sinyal Digital. 1. Sistem 2. Klasifikasi Sistem 3. DSP vs ASP 4. Sampling 5. Kuantisasi 6. Latihan"
20242,Proses Sinyal Dijital,4,"Convolution. Textbook, slide, notes. Convolution sum basic. Graphical representation of convolution. Array algorithm. Domain Waktu dan Domain Frekuensi 1.Alan V. Oppenheim and Ronald W. Schafer. Discrete-Time Signal Processing. Prentice-Hall, 2nd edition, 1999. 2.John G. Proakis and Dimitris G. Manolakis. Digital Signal Processing: Principles, Algorithms, and Applications. Macmillan, second edition, 1992. 3.Paul A. Lynn and Wolfgang Fuerst. Introductory Digital Signal Processing with Computer Applications. John Wiley & Sons, revised edition, 1994. 4.Steven W. Smith. The Scientist and Engineerâ€™s Guide to Digital Signal Processing. California Technical Publishing, 1997. URL http://www.dspguide.com/pdfbook.htm. 5.Sanjit K. Mitra and James F. Kaiser, editors. Handbook for Digital Signal Processing. John Wiley & Sons, 1993. 1. Resume Sampling 2. â• Latihan Sampling Pembahasan Soal 3. â• Domain Waktu 4. â• Latihan Soal Domain Waktu 5. â• Domain Frekuensi 6. â• Simpulan"
20242,Proses Sinyal Dijital,5,"Impulse Response Textbook, slides, notes. Impulse response. Calculation for FIR system (direct calculation). Calculation for IIR system (unforced input with initial condition). Transformasi Fourier 1.Alan V. Oppenheim and Ronald W. Schafer. Discrete-Time Signal Processing. Prentice-Hall, 2nd edition, 1999. 2.John G. Proakis and Dimitris G. Manolakis. Digital Signal Processing: Principles, Algorithms, and Applications. Macmillan, second edition, 1992. 3.Paul A. Lynn and Wolfgang Fuerst. Introductory Digital Signal Processing with Computer Applications. John Wiley & Sons, revised edition, 1994. 4.Steven W. Smith. The Scientist and Engineerâ€™s Guide to Digital Signal Processing. California Technical Publishing, 1997. URL http://www.dspguide.com/pdfbook.htm. 5.Sanjit K. Mitra and James F. Kaiser, editors. Handbook for Digital Signal Processing. John Wiley & Sons, 1993. 1.â• â• Review Domain Waktu dan Domain Frekuensi 2.â• â• Sinyal Diskrit 3.â• â• â• Pengantar Transformasi Fourier 4.â• â• â• Jenis Transformasi Fourier 5.â• â• â• Discrete Fourier Transform (DFT) 6.â• â• â• Latihan Menghitung Spektrum Frekuensi dengan DFT 7.â• â• â• Simpulan"
20242,Proses Sinyal Dijital,6,"Impulse respons (cont'd) Textbook, slides, notes IR calculation for ARMA systems. Linearity principles in calculating IR. Review Materi Melakukan diskusi dan review materi Pra Mid Term Proses Sinyal Dijital"
20242,Proses Sinyal Dijital,7,"Fast Fourier Transform (FFT) 1.Alan V. Oppenheim and Ronald W. Schafer. Discrete-Time Signal Processing. Prentice-Hall, 2nd edition, 1999. 2.John G. Proakis and Dimitris G. Manolakis. Digital Signal Processing: Principles, Algorithms, and Applications. Macmillan, second edition, 1992. 3.Paul A. Lynn and Wolfgang Fuerst. Introductory Digital Signal Processing with Computer Applications. John Wiley & Sons, revised edition, 1994. 4.Steven W. Smith. The Scientist and Engineerâ€™s Guide to Digital Signal Processing. California Technical Publishing, 1997. URL http://www.dspguide.com/pdfbook.htm. 5.Sanjit K. Mitra and James F. Kaiser, editors. Handbook for Digital Signal Processing. John Wiley & Sons, 1993. 1. Review Materi DFT 2. Pengantar Fast Fourier Transform 3. Rumus FFT 4. Diagram Butterfly 5. Gambar Diagram Butterfly untuk N = 4 dan N = 8 6. Contoh Perhitungan FFT 7. Latihan Soal LTI system responses (Quiz) Textbook, slides, notes. - LTI system output. - LTI system impulse responses."
20242,Proses Sinyal Dijital,8,"Review Midterm Exam Textbook, clides Review Midterm Exam Week#8 - Spektrum Frekuensi Pah, Nemuel Daniel. 2018. Pemrosesan Sinyal Digital. Graha Ilmu. Yogyakarta 1. Review FFT 2. Pengantar Spektrum Frekuensi 3. Spektrum Amplitudo dan Spektrum Daya 4. Panjang Sinyal 5. Zero Padding 6. Latihan"
20242,Proses Sinyal Dijital,9,"Fourier Analysis. Slide, colab Fourier analysis types. Property of Fourier Analysis. Week#9 - Spektogram Pah, Nemuel Daniel. 2018. Pemrosesan Sinyal Digital. Graha Ilmu. 1. Pengantar Spektogram 2. Sinyal Stasioner dan Non-Stasioner 3. Penggambaran Spektogram 4. Perbedaan Spektrum Biasa dan Spektogram 5. Latihan"
20242,Proses Sinyal Dijital,10,"Inverse Z-Transform Slide, notes. Inverse Z-Transform Filtering. System simulation using J-DSP. Week#10 - Analisis Sinyal Suara Pah, Nemuel Daniel. 2018. Pemrosesan Sinyal Digital. Graha Ilmu. 1. Pengantar Sinyal Suara 2. Voice dan Unvoiced 3. Frekuensi pada Voiced Speech 4. Identifikasi Pitch f0"
20242,Proses Sinyal Dijital,11,"Fourier Representation (Exercise) Slides, notes, textbook. Exercise on: CTFS. CTFT. DTFS. Week#11 - Latihan soal Spektogram dan Analisis Sinyal Suara Latihan teori dan praktikum coding pada m Sinyal Suara"
20242,Proses Sinyal Dijital,12,"Week#12 - Sistem Diskrit Pah, Nemuel Daniel. 2018. Pemrosesan Sinyal Digital. Graha Ilmu. 1. Review Analisis Sinyal Suara 2. Pengantar Sistem Diskrit 3. Sistem Diskrit bentuk Impulse Response 4. Latihan Soal Z-Transform Slide, notes. Forward Z-Transform. Region of Convergence."
20242,Proses Sinyal Dijital,13,"Inverse Z-Transform Slide, notes, exercise. Inverse Z-Transform. Direct computation using infinite summation. Look up table. Week#13 - Transfer Function Pah, Nemuel Daniel. 2018. Pemrosesan Sinyal Digital. Graha Ilmu. 1. Pengantar 2. SIstem Diskrit dengan Bentuk Transfer Function 3. Latihan"
20242,Proses Sinyal Dijital,14,"Final Destination: UAS Slide, videos, notes. Review materials for final exam. Transfer function. Inverse Z-Transform. Week#14 - Latihan Sistem Diskrit Bentuk Transfer Function Latihan mengerjakan soal sistem diskrit Rekayasa perangkat Lunak"
20242,Rekayasa perangkat Lunak,1,"Introduction to software engineering Sommerville, Ian. (2016). Software Engineering (Ed. 10th). Boston: Pearson Students are able to explain the main concept of software engineering Rekayasa Perangkat Lunak Menjelaskan Sistem Perkuliahan dan Menjelaskan Pengertian dan contoh Rekayasa Perangkat Lunak (RPL)/ Software Enggineering Mahasiswa diajarkan tentang penertian dan Contoh produk Rekayasa Perangkat Lunak Rekayasa perangkat Lunak"
20242,Rekayasa perangkat Lunak,2,"Rekayasa Perangkat Lunak Menjelaskan tentang software dan jenis2 software Mahasiswa dijelaskan tentang software dan jenis2 software dan cara pengembangan software Requirement Engineering Pressman, R. (2010). Software Engineering: Practitioner's Approach, 7Edition. McGraw-Hill. Sommerville, I. (2011). Software Engineering, 9th edition, Addison-Wesley. Students are able to explain the main concept of requirement engineering. Students are able to explain the functionality of Software Requirement Specification."
20242,Rekayasa perangkat Lunak,3,"Rekayasa Perangkat Lunak Mahasiswa diajarkan bagaimana merancang perangkat lunak dengan menggunakan model perancangan perangkat lunak Mahasiswa diajarkan merangcang perangkat lunak dengn madel Waterfall Software Design Sommerville I, Software Engineering Students are able to translate the software requirement into software design"
20242,Rekayasa perangkat Lunak,4,Rekayasa Perangkat Lunak Mahasiswa diajarkan penggunaan Tool untuk merancang Software Mahasiswa diajarkan Menggunakan Tools UML dalam merancang Software Software Design Pressman R. Software Engineering Students are able to create software design description (SDD) and calculate the main effort based on
20242,Rekayasa perangkat Lunak,5,"Coding phase Sommerville, Software Engineering Students are able to translate design into code. Rekayasa Perangkat Lunak Menjelaskan Tools perancangan Perangkat Lunak UML, sub bagian Use Case Mahasiswa diajarkan untuk merancang RPL dengan Menggunakan UML yaitu : Use Case"
20242,Rekayasa perangkat Lunak,6,"Menjelaskan cara merancang Perangkat Lunak dengan UML Mahasiswa diajarkan bagaimana cara merancang software dengan UML Mahasiswa diajarkan cara merancang Software dengan UML; yaitu merancang sostware Aplikasi Software Construction and Testing Software Maintenance and Conf Sommerville, I. Software Engineering, 9th edition, Addison-Wesley. 1) Students are able to explain the main role of software construction (code) 2) Students are able to explain the objective of software testing in SE. 3) Students are able to explain the main role of software maintenance. 4) Students are able to explain the main role of software configuration."
20242,Rekayasa perangkat Lunak,7,"Rekayasa Perangkat Lunak; Activity Diagram Menjelaskan bagian dari merancang RPL dengan UML; Activity Diagram Mahasiswa diajarkan merancang RPL dengan UML; Activity Diagram Software Quality Sommerville, software engineering students are able to explain the testing procedure and able to create test plan."
20242,Rekayasa perangkat Lunak,8,"Rekayasa Perangkat Lunak Merancang Perangkat Lunak Mahasiswa diajarkan merancang Perangkat Lunak dengan metode berorientasi Objeck, yaitu dengan Workshop on software engineering: Requirement Sommerville, I, Software Engineering Students are able to explain the main methods in gathering software requirements"
20242,Rekayasa perangkat Lunak,9,"Rekayasa Perangkat Lunak Perancangan Sistem dengan menggunakan UML Mahasiswa diajarkan bagaimana cara untuk merancang Sistem dengan menggunakan UML Workshop on Software Requirements Roger Pressman, Software Engineering Students are able to write a formal software requirements"
20242,Rekayasa perangkat Lunak,10,Guest Lecture Mahasiswa menghadiri guest lecture. Perancangan SIstem dengan menggunaka DFD (Data Flow Diagram Menjelaskan Bagaimana cara merancang Sistem Informasi dengan DFD (Data Flow Diagram) Mahasiswa Diajarkan bagaimana merancang Sistem Informasi dengan menggunakan DFD (Data Flow Diagram)
20242,Rekayasa perangkat Lunak,11,Presentasi SRS Software engineering Studentâ€™s are able to present working progress on documenting software requirement Rekayasa Perangkat Lunak Perancangan Sistem dengan menggunakan DFD Mahasiswa diajarkan bagaimana merancang Sistem dengan menggunakan Data Flow Diagram
20242,Rekayasa perangkat Lunak,12,"Merancang Sisitem Rekayasa Perangkat Lunak dengan DFD Merancang Sisitem Rekayasa Perangkat Lunak dengan DFD Mahasiswa diajarkan Bagaimana cara untuk merancang sistem dengan DFD Workshop on software design Ian Sommerville, software engineering Students are able to present the main progress of developing the spftware"
20242,Rekayasa perangkat Lunak,13,"Rekayasa Perangkat Lunak Merancang System dengan DFD Mahasiswa diajarkan bagaimana cara merancang sistem dengan DFD Workshop on software coding Sommerville, software engineering students are able to present the working progress of software development: coding phase"
20242,Rekayasa perangkat Lunak,14,"Final Presentation Sommerville I, software engineering students are able to present the final software and its documentation Rekayasa Perangkat Lunak Riview Dilakukan Riview Materi Perkuliahan 9 s/d 15 untuk menyegarkan ingatan Mahasiswa menghadapi Sistem Basis Data Lanjut"
20242,Sistem Basis Data Lanjut,1,"Course Introduction & Introduction to object-oriented database: 1 Thomas Connolly, Carolyn Begg; Database Systems: A Practical Approach to Design, Implemen- tation, and Management; 6th eds; International Edition; Pearson USA (2015) 2 Hoffer, J. A., Ramesh, V., & Topi, H. (2016). Modern database management 12 eds. Chapter 14 a. Building Learning Commitment b. An Overview of Data Model c. An overview of Object-Oriented Database System Introduction to advanced database connolly, database management system students are able to explain the others type of database system (others than RDBMS)"
20242,Sistem Basis Data Lanjut,2,"Object Oriented data modeling Hoffer, Database Management System Students are able to create a data model based on OODB paradigm"
20242,Sistem Basis Data Lanjut,3,"Object Oriented data modeling Hoffer J, Database Management Syatem students are able to create an Object Oriented data modeling based on specific cases."
20242,Sistem Basis Data Lanjut,4,"Object Oriented data modeling Hoffee J, Database Management System ch14 Students are able to create an object-oriented data model and using db4o"
20242,Sistem Basis Data Lanjut,5,"Object-Query Language (OQL) the definitive guide to db4o students are able to create ODL and OQL (Native Query, QBE as well as SODA query)"
20242,Sistem Basis Data Lanjut,6,"ODL, OQL, transaction & Java Apps Horning, H., Horning, R., Eldich, S., & Paterson, J. (2006). The Definitive Guide to db4o. Apress. Students are able to create an Object Query Language (OQL): basic SODA Query on db4o (Java-based); Students are able to create an Object Query Language (OQL): advanced SODA Query on db4o (Java"
20242,Sistem Basis Data Lanjut,7,"Review on object oriented database hoffer, database management system students are able to design and create an object oriented database using db4o and Java"
20242,Sistem Basis Data Lanjut,8,"XML hoffee, modern database system Students are able to explain the main concept of XML and its application"
20242,Sistem Basis Data Lanjut,9,"xml, xpath, xquery and web services Pro RESTful APIs: Design, Build and Integrate with REST, JSON, XML and JAX-RS students are able to creare cml and make query using xpath, xquery and web services: restful"
20242,Sistem Basis Data Lanjut,10,"Graph Database Jeff Hoffer, Ramesh V and Heikki Topi. 2016. Modern Database Management, 12th Ed, Pearson. Students are able to explain the main concept of graph database"
20242,Sistem Basis Data Lanjut,11,NoSQL MongoDB Students are able to explain the main concept of document database
20242,Sistem Basis Data Lanjut,12,NoSQL - Document DB MongoDB Students are able to create queries to retrieve data
20242,Sistem Basis Data Lanjut,13,GraphDB use case introduction to graph database students are able to enrich the main conceptual of graphDB with related use cases
20242,Sistem Basis Data Lanjut,14,"Presentasi proyek akhir NoSQL Connolly, Database management system Students are able to present the latest progress on final project Sistem Terdistribusi"
20242,Sistem Terdistribusi,1,"Introduction to distributed system Tannenbaum Introduction to distributed system Sistem Terdistribusi | Introduction to Distributed Systems â€¢ Tanenbaum. Andrew S, Maarten Van Steen, â€œDistributed Systems: Principles and Paradigms, 3rd Ed.â€•; Pearson Education, Inc., 2017 (Chapter 1). â€¢ Coulouris, Dollimore, Kindberg, â€•Distributed Systems: Concepts and Design 5th editionâ€•; Addison Wesley: 2005 (Chapter 1). â€¢ Velte. Toby, Anthony Velte, Robert Elsenpeter, â€•Cloud Computing, A Practical Approachâ€•; McGraw Hill Osborne Media., 2012 (Chapter 1, 4). â€¢ Vitillo . Roberto, â€•Understanding Distributed Systems: What every developer should know about large distributed applications, 2nd Ed.â€•; 2022 (Chapter 1) 1. Definition of Distributed System 2. Goals of Distributed Systems 3. Types of Distributed Systems 4. Examples of Distributed Systems 5. Trends in Distributed Systems 6. Focus on Resource Sharing 7. Challenges in Distributed Systems 8. Case Study: The World Wide Web 9. Anatomy of a Distributed Systems 10. Cloud Computing Basics 11. Applications 12. Intranets and the Cloud 13. First movers in the Cloud 14. The Business Case for Going to the Cloud 15. Cloud Computing Services 16. How Those Applications Help Your Business 17. Deleting Your Datacenter 18. Chapter Summary"
